business_id,review_count
vFlvbh0KhFpmlpQbjS4sRg,5
nPDKoiH_OiHrv4clG55r9A,6
0m5uP9SGYT7w6liaBROwXw,24
sVnNRROaOzoV7FCx7JRjIw,27
Z3Dht_4zZMiRikprRRgWFw,50
JmzNw0WCPmZPZdq5nx9brg,377
8NGxdDjUnNr_7ZnAWk_cRw,40
R8eCJeGUmf_qqkKebrgOZQ,16
w0aoEbTASSoAO8EOCPFdvg,19
j-sxtlf2D6Rlqw6U0zZcOQ,5
XR9w5kI2kosXdT8DI_0Lsw,47
bVJjMRwarXujH95vC_7PVQ,30
iG8nQHYk1xW8d0P6VMhduA,5
HRImZ4HeqDJQ5hxSMMlW6w,104
HuZk0mkYHMCn9HUVL8p8Fw,9
M2OO2VkjKq9Cv70zrCfc2Q,13
MEImkEUon8YMKF9SHpt4jg,13
Hxdc8gjt8MKPJXZ2r3quuw,44
1mhSH6OTP4rFch_l2Vsksw,7
o-G6RbwItkNnQ_0mi6HHJw,8
pZI9fL6Qee5qB6bZhFLoPA,5
-5SVdM5aY3rjGsQuiFAYjQ,39
UzR6DHYp4kTUd9cZ1jw5bw,11
2rt7k-vLmXXqzP2UForL2w,95
dBNfyR0RRX-w1SMuYYF3-A,105
E9D9yNS921Ix5DtTO4UxJA,5
c1fiYT1V6_WVC-XchZtfdQ,7
OaadKuB3L8tL4wFGhm9DtQ,49
1GP62ODB3tTZn5XNUGz6Cw,126
uasMzMp00F9azoVpqq-xOw,77
ojbnLazUpb9R9UBXeP8ZuQ,6
eMmFlU2RHe-RCBe05n8GHA,100
tRdnYLHDgdj6n-xzqTQeCQ,114
K-7f1o0f8qPrH9vFUw2ccg,10
LJk5HYvW1_BqWPoeoLBFYA,14
8-JJBIdFKudzAYlW6EvHFA,12
zTIOa5RufkL3NNKXwrBKLQ,202
859TDht4Xf3h0wn8Zqi47w,10
bfVvm2RsdDW8AReCM9ii8A,5
i_R-3yxzREsq-wXY0kKhKg,7
r9tKxi7rkUyZTp1F4mNovw,5
pAAPl2xMDmF1wep3QBlv9w,16
YRw-uBpdzRZngN6zzoC4WA,13
p7qNyyD_hmFO6O2y4Pi-2w,39
iBuu7okC3YxfHO-osHa2eg,11
5jIk8Cp2Hqi9mZW0f8Kxbg,7
fIliluKRzhBtj4rLiMCiIg,118
HF8gKF3UDiSc94YWd03kkw,484
1tZijNf7WLwoztsWuziUAw,11
L55x84dRVC5OdQ4Bhji0nw,11
upVwJORmpSKTZAlzWD5FxA,23
RvpM--0mCVEBGiPNTekxlA,20
pL01PI9rgVKVAyE_DnJRog,22
qmf1qgIGA6rd6Cgui6ZonA,8
TL87w7aFerTUdapFA0W38A,8
6J4_o69bQZdwBxaEqzb9BQ,35
C5lUI7qJ8NnmawAFVPZg8A,103
CYDpBk6QrNPnW9Z9hK_3qQ,33
KDTH7t0imbCGuZi78Q2vyg,46
vNzj-6z8UcxG5Kf-bwAayA,5
mwu-LFjLrvy0K48VXtDzWA,5
iuLTHddc07vz1cOF3IbUmw,25
4d04KiJmkd3Otx6Swu83Aw,6
4wB62VoyxfZozMFby6HmQw,6
wVDnnzremEPl1F3TYVWkMQ,6
mUt4Bdk36wcfA7ySWqAoYQ,57
FsIT5dH_NF7Hnfgm__ijAw,12
S2GRNSaSaLZ63PXxhv81XA,12
aaqm5vJvVj3vyMeGwPqxEw,51
V1Hamd7rAYHscn4AMNW8Kg,7
k0OSAt4yHCMmuoWZyD0P8Q,13
fAb5VPstQtGA8aCuzCa3BA,22
BheHeyHSbApwv0l0RtaVDQ,50
vHqJerp8iZN1Lje3dLa4Eg,57
EC7YhDTvmCfnGa2GzbRvhA,10
Jw_qtaswLQ6aRF2s_CQXdg,15
2wqpFC9BXl8pUhdOgW3TOQ,73
u1aG60BpBh9CjuqT1_cWaw,114
RQBwDVWNCyhhsLcyD6rkMg,40
9cu2p2Z925hHkWHVyrp1JQ,1202
U-FLxOw8GwjXI307Zx52Lg,7
JB5Hr4FmvNKM-ewvvN_t_w,45
k5cwuKa2QxiLtTLVNxCwxQ,41
NA0cxoLDw4iCyfuzC3ZUig,21
7ROmxmjMODyM6_vp38QXIQ,7
S3ncRh1TSNctFoBi41mLHw,6
1SZ1XCxFaGLLoa8RuYkAag,5
AnS7cUS7RzXnEBx6c7y5JA,12
GOcyHHKE1kBMW9x1-6OwRg,16
buhp7TCpDo4OmR0yDeydKA,20
gwFtKdjtK8Pw_6mUsWvRHw,74
IJw7ws39hc1Vmkv35ztgfA,8
Q90ewK6i8ZeaG_1c8gBVJA,6
onEWnaUgQ5CDeCWaNpRfvg,20
f8bsiT7c4C9he2P0F2wBtg,5
7gc-k5Oh-ioGFFCLTKwybg,16
JW2czmOSnyGHnwc87PGX5Q,6
mJYm5ronkSp2hDI71rdKxQ,73
QsxDgLLRXaneBe5DelFpOw,231
4w9gqF2-jPHQ6YR8LI8KIA,5
McyQ9oz-Gk2Q4cjK4jKuPg,24
-Megc1e1WOs3-4kzyoSPUA,6
C9Es23vbNW8Eu9ZLE860hg,6
bb23FW_rcS2qYO7ji8fJ8w,107
mqpXIXRuaWdKhWmeNRCh9Q,73
QzFEjzRuC3C6XNSsfVM33g,11
pKHZMhEITU7Dx-Efj9_Xhw,13
ta_UPt2kFRKA9kCubefQkw,6
oI6phVfv4Vgpsws_1qd5Gg,7
VHJBGikBqXpdc6mc7qtQ8g,7
-oJLrjktukLSGZf8mb0wDw,7
H-_rGO5sMKPMjWtqrMrycA,52
Et5_maoRY_BEJRmDfx6ynA,11
Ei0q-3TF69bBrmV4yL81nw,35
Ddu6G10ZA6OdkU6z3Hz-2w,188
c3v2SOndiJbqA_q_HYqn6Q,32
qeAVCaF0SjI8GdBA2cEBzA,53
iTossVcZjTh6ot2erKRN9g,11
44btLFGLCKKuYxl9b-9PXA,13
U9OKqWs05XTSCdt4_FWPvA,18
qQGoc6H4l1YqEem0sBwFHQ,36
TAt8QAn8EBPwYt9mBCLIjw,9
dEX1bviML-SKj_NTuVES6Q,8
Tj01kpTofSLc9gsjkhh5_g,15
qJaweGk0XzeG4cs4B7qV7A,119
KtyRKX51-7dW2AbLETM8vA,7
ZVu9TDpTvIgCN8x6IY-KmA,209
HJiErH1Vm0CkH89Nm5hKng,7
C9rtsUoarxf0h_zRIpS3ZA,5
ttOwnivCaj0h007VhseiaQ,14
nSZo9ezBnwUSHhV0XVtGWA,17
A96Fv5uFCjWG31dJHuyN7Q,95
DsmAUuiWQoG3_l16QQc5ag,7
lYJRWFeimB84bkXEf2vcZg,7
VVMAvAVRpoVk6bd4avvYGw,33
DrMwib_4zPIV48GQOcvVoQ,16
UhSqn0N0bkra3leQ5Tt2Vw,25
r6oMjYjLGd6o-EctiaEJxg,23
SD3NVGGI_qBk0YDyk8mf0w,78
oQiNQ-Onl3-N_NUzc20JZQ,10
dqZsbF2597__RVi9Mp1Abw,17
HCHHrf21UAgbxAi8T4Q4Iw,42
qrir6AjB4gdRKhvo_2atFQ,9
GvwV987P6u0kaR4YAhwCzA,8
zUFgmNOQqIL71lT_WKplFw,78
0MqOEmf84nhurrynm-_rtQ,5
6ZqKmdIcKiKKynBx3uGSIg,5
Zvb9KR4tuDSZGNvbBgz4-Q,20
Nhb33fMegsDwKrN3Sxgkng,115
S6WYH-0Q-r92L8YHZn413w,23
Sr4w6zOQRPFiGILQ7esPHA,98
Q8vGyn3j8WKVqXubxxSbOQ,6
dJINO-g_RfwsJcuj9uumdA,167
bcEy0CN6cVBBREdc8-YpSw,16
ntallnatfuOM1d6Tu-6jtA,18
K_FRwmrRYYtlo_rcaLPCbQ,7
ZoMNlBrypBNcqWKN25tmag,12
r9h2tC9eSpgWAbp7hw1QvA,20
yXIElD2YA0M9AKLJhFfqiw,50
kVYVMYI_PstuweNmqRPlnQ,11
IAuLHyV0o-BZ04oyIp671w,32
p_4-DZ-WR-liJrHBay429w,16
tRnOUrnAEJUWrf7SqVKJEQ,5
nPlGFRft9UxIGBgkuFUzkg,5
UCMUaEfNeCMuLTDW0W7HXw,8
KCS3qEj3z9RTrWczffBKsQ,6
may-d0TYrH4sDvLFRU8u-g,5
7yUxhM_GzwR-QtdBjy0l5A,16
XLKBIY3UJsAxd4QnpvL9xQ,5
M5woXLhh0oOh-9BAPmTAZg,10
_XEbbDodiLPape5GwBugNA,22
NpQWVSl4zJDcIz8f8AHNVA,42
gxusApmuXbfac_Zqy4KbqQ,31
-7qO7OvcQS7t6v6uHxDAxw,6
n5TNfoXg1i8wX5R3iY4WUA,157
TIYPnyJnU_xOUD08VFuDAw,7
HVeZDUyOeQO3DvYQUL0alw,14
xnmIZz0EJ1Pv42JufeN-Qw,12
dPzlIxBzlC9s2NAxYzTGVw,11
jlXnc0gkTU-0or8-2x1B5A,12
oRXQx7nM3I5kVk4noeB-yw,40
vq9iDXB94_d3WDNM4NH_uw,29
jDyCGONZ4M6IgR0nULeMEw,8
jNH87-r16OSmIgf4wDJbpQ,17
N8nOFkio-55oYBdH8nGMTw,6
Vn7A8ZNkV_v1PUCvmzzBVg,29
nr4mQLpcMZKf0LugxiBrwQ,37
W03ljRpnT1ZSkfo2keKc6w,151
_tgh9i0r9WPHakd_8PSTNA,20
Ba5pfDWAO-Bx5dTOQyLh_g,12
NCGd8Vmj2T-2h8sHyLpJlQ,97
-XkhUfDWlsD_EQaPhh0IBg,14
Ib5JTAmXHgURS3HXoIO_IQ,19
-zfUuSUFrKgd4cgAYNGZJg,5
BqZuV-RSdhZedCwV5jagaw,44
Z8lCSEF9G7SX4tWgxvpJaQ,81
V9AitNEoxNsQhfx8Xpu55g,8
1TtnW6YRFwcxhji1Fu86Pg,15
XuYk49u-CBlB1wMNOPeL1A,7
5y4o3Tx2eQhXsnUpgYFolQ,12
ZQrSyV2AU_NCEUGKi1ki3w,11
UwKBjkfnIKA8c0Fci1ZJ8g,6
zTKqBvjgShevflj8U8r2cw,38
DN_aM5zIdU4e-m-B9tewvQ,38
tp_7IjS3B6H6Mq40SEVsZg,10
5yDSYtuwSvhCnWle-C6yUw,5
7STDajbrQ5LX2NeFhNrx6Q,21
-EKgs6Dl5Ft2Y0bEhYPZgg,5
LB3bv1-p5sM96RUmdsPRMQ,10
InnnTScV9RKZWy7sOCwHjw,67
pJd7L8_hbFSBbpmoQk4alw,6
YWO47GOLA0QmZ835tXpWQQ,12
ygJHCp2vzoKIKWiA58yOJw,23
NIQWO-Q_F598XlAvZnFVCA,961
KXVC9UqRtRxRvLOn6pVBYw,33
-sdxKwgP6209YUfoFiVuTQ,44
oSwatEhA-zDGaYD26a5_PA,33
TKTJZCIeYx2wGaxjLYnC6A,11
fsrfBcfrWtuG3l83yrRI0Q,6
SJz7mJeD4NnH7ZF5X8qzvQ,8
4RrwqZwLnRe0Yhkv5_03fQ,310
EZ9rk0Aj_pyvbn7S0kiklQ,5
lU8TnePBqMrWxo9BKAThGA,12
2Z5rz2PqzkNTkfLb44TUSA,187
FluTbDX2rIP6OY9SmxaRBg,32
TEO-8bSjHHgrSmnoOo1AHw,13
-9_jMKS_-tk8mDd340CjTA,13
GT3edeE2lj8Iu_ultav66g,7
TDfCew_swUKo4zXJ0lb9OQ,5
YfOeG-eDSblvWfAm_O7kzw,54
Em9xPtWJst1AYROBkDZYBg,11
z23lP3ooMFiPEu-I6hAIag,5
1dTfca-3tWO1xhR7_yqMpg,61
0qv2HW9RB4iPTGkPHkg42g,60
SGk0C8RrR7sPKYq2ZvBDPw,7
kGWsX7t9LUtC-CbN1_g1Gg,7
xvEDynfNEYGurdxeixft5Q,8
p7AUpadYocxqVJoxB1KN2w,21
wbwDE3g8j4w-TGy_E6dMSw,259
ZlXlmw0ThTUmO8g0ckhwRQ,52
O032z0wShrpirgZDybd4vg,14
EDn7j41UaWM_yRbRPGJLDA,16
W2Fln6pP0e_9OjiwnXsbEw,12
wDS4kXCn4nX3BTIrEGxtJA,10
iiHWdMjPZhQPTC86p86X9Q,61
z8ZreCzxKUGzmCojZU1TKQ,23
ApMD93qR8rLxlOJq23wGNQ,14
HKVIsKtwyBW_X1HR0GeT8w,9
bKNULviFM4ayuSwq809DIA,132
jp3EYmFiTkWmU54_uN9KNQ,6
jYdim8o7uqTINRwMTdZFdw,51
P0ldsyfDWNcWnGSq8w2jFQ,10
cVxy5TZv6dAm0KhkpktFcQ,24
dnfe-luIWnpH6qOWp5yBiw,42
G7w6_B9GL9p3sGXAehXgyw,14
eQj-rnqq2YrjOHs_T810aA,7
a3_Eci6wmiSkWtP0CjRQvA,13
xJGT-TKhhxzUtzOA7zWDow,8
57BfaXiqzbWFbrc6EbW8Iw,12
3QvAI-Dg1GYTNCmrjhuo5g,12
Z2vcYKFSJ2MYGG3GL5ZmIA,5
QCk1vwtnyKT4d9SlW8KOBw,13
QcThABvkyLHpkOZG3aLGjQ,57
2qHVqbps43bf64Ej4PevOQ,34
14jOt20lya0A2IgVhUf6hg,5
rIwQX7xlSF5JMTSj_iyPPw,13
aKwqI1UgpZLmGXVbqidz8A,7
Wk7DPl5g1ZsMvb-PqPWqeQ,6
CPk6ozrDMy0ohC4-z0kGbA,27
j11_0S8OKbWR0YbPdL-xtg,5
PeJV_10X0adYAAzfUX-DSQ,67
RW9kgSc3ijbmnayAlVHzGA,21
z866E3X7MDdFWVQ5F_3EBA,37
cLlO2CA-BzBhLXsHoaQXHA,20
xKnpMf23xrYAtf4jGHQZ5A,9
Fqx6lq9MO20_71qs_0UBcw,22
LkmZrjwcGc2H-FnZlOD8Tw,8
MG7Edp3cK0wSVAuCx_43bw,60
tERZrYIfe-nEFGKwVH9Xvg,7
fM0q5ozXqOw0WlO7J7ClYg,6
BEzvmorW8ILha6tcSxBBwA,69
I955zVLBep9-73rFl7ZXpQ,5
V2Fs6HsKp-L5hyVtivdgEw,12
5HbKMrzu7W68vrMxgAdIwA,16
uBZ63b5lN2TR89CuX7NWrg,116
iiJE62zfvy2gYtD-77Av8w,5
WQv2RGlyOIlDsUmF63nh-Q,18
k3v_QN-1I86Mq-lH8het_A,11
J-8MQYS17TC2bWXx5luxZQ,7
HnHkLgV8wijyHI0XbJkv4Q,13
872zKh1REhw54CUiIbCqHw,29
zZNFMQrCQ9GHXXT9D9BgEQ,100
W4l9PZV49TzcaeitK7DFng,7
A-jhS7TQlttCcMxkKxCoyA,100
TBn3IMi_RCQ8b39TnDsLYg,6
iEDofb8oDxQ7UHYEUVR6ow,9
R_idF34vAnYIBiTbRHMCJw,60
ucO-7IRLKTAywCDFnoCSzg,12
9ezsQ2x-BR-bA8lTYv7YOg,8
HfUHovtSl2Mf6qj74J11-w,90
quS8854F-Rhsh3yq2LcXpA,7
gdV2mdEGR_kPA9EW6r2Qeg,7
3u4tRuGoPfAAw36b_yO-4Q,113
ZW3xKjquzgmr48rbFoWsdw,15
HB0bVCvQxXCBJkRZOQed3A,27
qU6qfpo8MQMsN4iGaV20Bw,16
SkDxwk2L6FZUrZIDHzTZ5w,9
AUu9t9yMMkXmu0cLxOCUEA,24
JwvvwlWgYLnjrqD15TAWzA,15
wRQ8uOse9xVRPzSvD7gFEg,34
MkYdc0GubmC_UQSNPIxcHg,18
gPAKtm8HwBfKTK6LkA1Izg,125
YqmClmk7oLcDzPWKHzgA-Q,530
3pBYcS2co6J8ixnWZyKyJw,39
TogZTynVz6qC2xl2WiETcg,37
Qcx9efNRe78no3Fb7-466w,9
O1pacnAXufOMgR2jLK4cDA,5
SQwOKA5Rdi6P-r6YvhJUMg,5
kooLdkrNy4bRMXDZnKLzbQ,7
BoBt6gMDNhTeN8cBOjkUXA,7
Se4huafFTllxMSt9U8abcw,5
6cuz9QXRmRbtE-xXaev9FA,29
t7-cdopPQauHDNPlaDiz2A,12
oiZdfSO-b0MYmFgJNyLJ5g,13
2MWJ928p0GRn2Q3TgvEz_w,45
Fm16G-I-rmO3g_KTKleteQ,221
QfHcqJgrvBfgnyd9DlsZIw,25
4vhAx3YhAtMydqo_O3qpPg,5
c-bNmSeRVifpRTegX2aGZg,184
Asmb4M2UzQCU80YkEHRUwg,14
my8iGnzOiOO3__WCuRRlbQ,286
_c72muPOhnfUqLRBNIAAcQ,355
PgPLpYOKrqHTh5tBG311Ng,327
08XjRgU24kHcikWd4Rg7rA,12
nMm7rEf8_3iXUCfDk8Lqvg,16
0VZAR9j0T3F8XUAk5rvcTQ,18
F2Jws9pO2KAnAPweMhKjdw,41
_I_k6utguW7lbyNmzDT3uQ,7
0CSiz9Q_xuZ9YNq8KLRcSg,22
58Wgel-tUiW28IrxNmQsxw,11
oBJzMFy5f3VGwoIiRLqOYQ,28
3QFjVOZgUzJP5z1PVgaQ7Q,11
qwOyoGYL_ZRLaWwlCybBsA,22
Cn2G_7K55DECmGbyZz-6RQ,38
3YVNzWtVSfb7q9iBqmhVpw,10
Ofi-HNpfyxMUS3jR2i4voA,69
67b-mqzP5GqCg9RCLbU2gw,16
Yj8N6P8IIzpRZxL6gFGmng,12
vT1zrTTIji2JDhUHjFKopg,111
Y9j4TQT0vvi8QlP5IPcdEg,7
uh90RzEZyIZCDm7_Yraxfg,10
TpAExQ5dMeNSGRgPGsxwyQ,7
wK9fSzKe4QsavkXUT4PHIg,109
kcGF6mDoYS_WvTRiTJYp1g,6
Ngj7uN4Sk893rcRfi_K6QA,16
BQ9hoewC9Qis_scCHqUaBg,5
kzvxBNGTK9lAr4FYJoL7rQ,11
_XnGx-h45Vz_b6_fAJMdmA,10
ilriW8ywq5HFs56Ux8pftw,36
EOJB2evY4CH9HSygN6Fs6Q,17
zIVm819wmyobahgamq0FPw,15
I8lz3u94Y-dWft5fVN3IIA,181
Quz_LlKT-HRRxpijmzpIVw,86
YTOjY3_g26WsgQJE5pIFdQ,7
1zH64OW9y9itzJ0kff7elg,10
k8l75VD4LL5Jcx0y1WnBfw,84
q5SB5UYlmS-VMgCGq1Ku8A,9
6cnHwjHLcAtIuMN0C6Kpbw,10
nL-strp21x7PBXYgwNQwEA,14
EQz3lshjdiSNt6N7rCRZMA,13
kgSg20bsYoWdxzL2OcL78w,25
H-UYClEIyZPGuxk45yT04w,7
VhXfYBVHepqvpcLnX07XNg,7
c5XkZvJONFcCQbeDHoB4KA,8
mQ4c0MjhvSlmhZrzT__aFQ,55
C_70-CrX6tKamfU7iPkyFQ,14
R7XM2ai6NaWKsa-reC6A7A,5
hxicsqqXR5GkzdJL4ErpJw,6
3CWBCHaXwn8DlJD2CCaVpQ,7
Z4eykGapkiUaq3hgN7tTaw,6
bvlFmfqEbK_PqOSxbTkTxA,112
XJQTL0Sjv2eWCdE4_c1J4A,14
nS09-w8O75nD3cDloi6UZg,157
VHgNV2KORwZSKrIqaybDug,40
efGqAYPCCxPvHPX3dCM8bQ,96
aSKUjZJfh2Gn_OJI6fo3Pg,23
W04rgbWgI3ksdEryiXdnhw,12
cdiN0gHvZo3i64jwS990fQ,44
cREv_k18uVKAv0cbsuOMpQ,5
GsBDSxvX4VcvmdVODoJ_lQ,48
aY_K2q158ZTlUdUgOnLTyg,207
_flYWW2EgYA8g-wb8UWEyg,29
2EJmIrLmwfQR97lQeHmGOQ,11
2IZwVBNjV9ewQsPrBiVM3Q,10
yiyEDOI_gOKgg9y_Ic5F1Q,8
p761BGYIhxRozawwS7XrsQ,16
54VKJOMvaUkPE0ZjYk-6Xg,18
3uJoHZUaMOV2iZY3a4dqFg,11
MoJkjvtSfkGOkIFHeVsZuQ,80
aUoMG97DMJG4nmwhT6z1zA,1159
7ME2oxEbpHT1pEkDUksU4Q,5
CFlW9bfl4N63fZpQsZIkRQ,211
8VD4VDlBk80KRoshywVRaQ,5
EI2_OgANt1Mb_83cNnpPwg,291
0-sdEXGugXvklP_EWR8V9Q,5
t2bZj_kHtlkTwzVSSPd6uQ,17
hu9fKo7dP8MD8SVpb7pTBQ,13
wXQwMT25odPHQ2LnIksr5Q,20
4T8dsk4lvfpdHSrWuRAKdA,7
Gi5eYl4O8gJnfEJQyRSx7w,5
HUSd1nyfH6Oz4AQFKejCxg,13
iZUXSJY5udrGjALJ1R_N_Q,15
ct-moUWiNkO9a8wjge2CkQ,8
ZpwM8me0eKrt2JKFz8RFmw,33
k52dmNDRnhwpwEju7LI-fg,5
q42FclO2HOE8x5qavLdeFw,11
-6eBL83GDj45MpRmiMN-FQ,7
mKTQek1QqB7xQcPBMzfG6g,8
vbzn9jiw5DCbHdzT_jPWSA,23
RHCbO0OcKd06EgWi-8tBTQ,8
mJlB8YM0QGh50O1UoGYUcA,6
_30PYsnQuGax9SbSnVL0-A,5
ljkoKff18EjKYh2d63guIQ,5
Ar_8YUzqeb5FwthWBY-SSA,5
RUoeuPHqdeslYObqlDVPoQ,19
SYt7k9UXqVjkmUEw6s2u-A,16
jwNz-JydjY3tyifkASqZZA,39
2f3YghoMYzd5-GFMh_kvwQ,132
A9iyTqS7mOCHVc8yJCsDFQ,40
otv7rMsOgNQoDIDpFxY-7w,10
bFln2Z17KfFIcEz4TRaHjw,223
_TFEk3GwWK9qcjshCW5IVw,17
hAV6BW2gfdtbDhxeBJUvIQ,27
DiysGe4irEY2Yu0iIhdkmw,294
MAZc7V_9RsMPqDq-OI2Jyg,86
saZh9MsYjYPpRxTp3-04ig,8
MyfoaiePvXKnnh_7Fs2ljQ,45
x3LBPzZbJcErqrHQwR8Q6g,18
STDFWl9ABCXgfee8zPso_w,11
PVbMs_S9FC2T4hlRBPrhTA,10
92NfqTHsKn_BRqCBV4phrg,13
3Eg4AKFJ4ys3I_55hXgoWg,6
Wmeez3dUfKkCGZT3lMZGFg,27
283P7ZbkvsHfhZTQX5m96w,23
V3AZkEuNn4yBeLX0tCtFtA,6
TZ5PsEoXsRDPz7uCSQpH0g,5
yU47K1bAUxI7tny6ZMYS8A,23
kKCGHJ4zqY6Vzlm8kY87Ww,13
Bbjz5s_XcOiUmqCQ9VnANQ,7
7cFff7JiZuOtdJILhSXm-Q,43
svSl3ZiMFzzIKIT2aarQNQ,9
A2LX06VzJE62YdnhHbhDpA,7
CSlJBdoIGHhVg_JAc5aZwA,38
1uebtHbl3Z81tq0IU2btqg,5
0784txBW2zSqStI7Xzw6GQ,8
H6UBsayzDiRVV1XZRFkDGA,7
oU2dCy6Vag6HuF_SpsseZg,21
g_xLo-Y52Xmhpig3iBh5eQ,23
4X3w1wFm-qWDwr95Prspew,6
NqqJoPVkA3rN_J7MuziSMw,25
wQ6qJctO0qEn8rAmRK90VQ,7
vFMtdAZLOPLJP-i6L6Jm-A,30
Vsjp3Sq5zuLDxJGonGdwVA,30
P-RoY808VrsJ19lhMjcCYg,14
WB28sUB5YbAZDW2lzNZTYw,24
91QfH0dkG-oq4eO6EszvJg,5
u9aPJ2ms5vHBQ2PuXRTgTg,7
5LHyhSSgO5j1zjucDcjVeQ,6
2WQdML8NTZjyvBS2FWykaw,10
rv_b5KUnoK19Yf3iS0fdqQ,11
HP03UxUpfwic04tBuqsqPw,119
WrYoTcyZLmezgbzwiAg9cw,16
vBQIBNOXsVrGNWKwaYEi7Q,385
roYn9d8etWQ5qbtGpkt8NA,45
h3MIdoJFAbmkQaUdqoCTtg,15
Up_4I0tqoVtyknJJXULdfQ,14
VOhZZ_8YhJ1mw8zmuw4k-w,7
ydkyfGCvJTdinew9gp6Vtg,12
I8_cqrCks0BsgqLPxt047Q,16
w2KOicAuXdJXxfkME4sjlg,18
QB1V44T_lH87I24NNpPOUA,16
8QaRu7-EiRNCJgg5_yjnQg,10
mNbL-1hr1GuFEzBiKJm9eg,32
d_dFD_shmPpDhY4wMfEIRQ,136
Zlb0FD8BRAwLFIngXe0saQ,32
jLE2vcagH6q8dBcn9Y2dXQ,16
m5gN7l03NBkJYSK0Pg55nQ,5
MkYu8dMDQFX830cIqMo90Q,40
_v8w4zxvj6vk7S53oVw4Ow,7
tFQkSNmdikwQnKRmTAD4gw,16
ExsUXDgj5PA3cQIRcEXyJg,19
LeT_GwcvN4CrAwJ-pgaLYw,20
cMh5L51kFGignGI-P4f47Q,75
Ubcf41VAahbNlHw5b73-aA,11
ENlRcowrGUJdy0TLFPw_PA,13
yEKmlxvhA2EWrMLbwWi7Hw,226
x5OGP3yDTT0zjPaK6X1OLA,26
a2UtxqPxstaoyU4yrisDwg,9
VEtWK_cwTQSgL03RIvJA8g,32
cEPllUFzKrfxDGinjY69mA,8
ag6SkXuKad021CR1SfTH3g,14
UjGTEhQbesyleypubNyqqw,42
UxorUOnRk_scFybq5gzYgA,30
1H2QnhMLz3crR5KNZHOsEQ,8
kQXoYN6LqCs1CElEFWj-bQ,123
WO-oh0OYWzlmOYoZmowxkw,103
hxyLNC3iTOzec99D9x0DFA,25
U6tiAyI0imMxUXN5QB_Y3Q,8
6NEbaZqBuzmmP-1QeTRB1Q,5
pl-F3mfBJaGSkTSM_BJtlw,18
2Z_ieKzYIIxt6iB3lgPnJQ,9
kygzr3QPekZJyG0q4W8sHw,31
msbXKAnPdEIZJ_qXji2ONw,5
buHv7XVxz0vKCa2XlEubeQ,55
GiDdx2KSSV2f-P6S6t_BZA,12
ExauHeoFNEB3EpUb3xYfSw,77
WeGCJyL0O2eKrrpzUIhBSw,5
JOBs1vNaQ0V5QE10wQ-aMw,6
1oNgBLizeqAXQqWCiUhyOQ,5
pXxDtT0Id4Y7HauvbpbGFw,5
4YU-VlpC_DU0EnOjlr4C1w,26
C7OxQs7Ik0OhMBkLhQBHFw,22
jqwAP7xJkEZVrl_s-r0k0w,10
ZLV6C2MIRBDTWfjx8yN0bA,6
ClDvhU8gJRyMcyb2IngAQA,8
E2RHAkI4wasggwV9rYb-Fw,73
0NtUzPQr3rykg6km2F6L7w,161
JMIuSjigQyn9Lnsu3EuyxQ,35
Ax-NfcSAyDmJYooXDo9szQ,37
2nhBFR7J7QFB2AhmcCxQtQ,29
COfcgObavX_qv7sDWNet9A,50
gp8igGXb5_e8KGxZ2BV7UA,38
zKbpzL0w2vAE68MuyekDAw,7
GEsqX2kRIOOOa8u9qUSI2A,8
Ijz7W5VjpEykzpotWcPonw,11
jziliEq8Zum-EynD5v-Hvg,444
uThu1t3DGVJ1AgTwP4QKzA,101
XUNRb3XpqmBCoSoYMx2cRQ,26
TKHpxcLk0tsQ8BL6-1xlGg,11
XMr7zehuaPLhYMfX7UunMg,11
ykkvB1qNSGKnv0wqCaZK5Q,52
5dHjoqaoVAhpVuQeMujMNw,39
3aB5Lzwi_G00YiKEFU7NPw,7
-0jzoPt3UeXn6FUXVQvyPg,154
LqbDCUao2NUlTuq_GIyyWg,86
Khv2xprJmMO69kjhr6g5Eg,286
PY1K9kxIhph7hqIN2ymO0A,30
nwFyEhtZmtSkomYGkK0AAQ,54
tOnXahakElIlWRhHmi0NIw,12
p5jRAIVtuHCIoBlKOiAT8w,16
Qh-9odSMhig8WP53IU2msw,10
sjIkA1moVDzrW0hl88uavg,9
Hd7WF54a8HQKjClVH7LE8g,19
lJ2rbcLTtIVKW2WzC0hhLg,6
S4OrgJfdpX9F-9b_aT8mGg,31
wlh6X6V8we4BbKr1p2rq6w,8
X9vMb27qMGfzsjvC2-4v6Q,5
eFzgEUW1mMsu3ExBh1-ieQ,6
s59oS9wwK4nOvmmkL6QP_Q,25
z9tKBaigW7OOVWBSl7he4Q,21
glPlH4oI13Kd8tr8DvWi-Q,34
61SrASkmOGxQsK3IYuNETQ,7
kAniT1U1a6V7JlXZsNsScA,6
PtvZwDA_7YMrLWR_P6CAqA,6
xf5KAih2bfKymRDyQy5SfA,9
brbwTvemna3kv0-2SWj99Q,5
SJPnC_1BEXUxvU2Xvn9rug,168
aVuTyChb5_NtujVGNOKbbg,5
mI9x3wFUdh1PU-93WZjzCA,5
zh3WpcN7QE95ovEtES7Ysg,75
K9KxdJ0iVLk9SZwvNccFXQ,79
hkNlx4gU-BPijHBKsLkq5A,75
AkNuIbco7mdsuOWLPyZXCg,79
